title,authors,isbn,description,genre
One Tiny Turtle,Nicola Davies/Jane Chapman,0763623113,No description available,"Loggerhead turtle, Juvenile literature, Turtles, Turtles, juvenile literature"
Turtle Island,Gary Snyder/Michael Corr,0811205460,No description available,Unknown
Turtles  Termites  and Traffic Jams: Explorations in Massively Parallel Microworlds,Mitchel Resnick,0262680939,No description available,"Parallel processing (Electronic computers), Artificial intelligence, StarLogo (Computer program language), System Theory, SCIENCE, Adaptability (psychology), Parallélisme (Informatique), Intelligence artificielle, StarLogo (Langage de programmation), Künstliche Intelligenz, Parallelverarbeitung, Parallelle verwerking, Kunstmatige intelligentie, LOGO, Systèmes, Analyse de, LOGO (langage de programmation), Qa76.58 .r47 1991, 003/.7, Adaptive control systems"
Turtle Moon,Alice Hoffman,0099429160,No description available,"Fiction, Suspense fiction, Didactic fiction, Romance, Fiction, general, Florida, fiction, Large type books, English fiction, Runaway teenagers, Mothers and sons, Missing persons, Murder, Investigation, American fiction, Translations into Italian, New York Times reviewed"
Aquatic Turtles: Sliders  Cooters  Painted  and Map Turtles,Richard D. Bartlett/Patricia P. Bartlett,0764122789,No description available,Unknown
Turtles & Tortoises for Dummies,Liz Palika,0764553135,No description available,"Children's fiction, Monkeys, fiction, Turtles, fiction"
The Turtle and the Monkey,Paul Galdone/Joanna Galdone,0395544254,No description available,"Fiction, Zoo animals, Turtles, Fiction in English, Movie-TV Tie-In - General, Fiction / General, Movie / TV Tie-Ins, Women authors, Bookstores, Employees, FICTION / Psychological, FICTION / Literary, Fiction, psychological, Authors, fiction, London (england), fiction, Fiction, general, Psychological, Literary"
Turtle Diary,Russell Hoban,0747548315,No description available,Unknown
Lessons from Turtle Island: Native Curriculum in Early Childhood Classrooms,Guy W. Jones/Sally Moomaw,1929610254,No description available,"Himalaya mountains, description and travel, South asia, description and travel, Travel, Description and travel, Pictorial works"
Inside Himalaya,Basil Pao/Michael Palin,0297843702,No description available,"Turtles as pets, Turtles, Pets"
Youth in Revolt: The Journals of Nick Twisp : Volumes I  II  III/Youth in Revolt/Youth in Bondage/Youth in Exile,C.D. Payne,1882647009,No description available,"Fiction, science fiction, general, American Science fiction, Fiction in English, Science fiction, American, Demon Princes (Fictitious characters), Gersen, Kirth (Fictitious characters), English fiction, Roman anglais"
The Demon Princes  Volume One: The Star King  The Killing Machine  The Palace of Love,Jack Vance,0312853025,No description available,"Fiction, Teenage boys, Adolescence, High school students, Coming of age, Parent and child, Youth, conduct of life"
Lurulu,Jack Vance,0312872798,No description available,Unknown
Lyonesse: Suldrun's Garden (Lyonesse  #1),Jack Vance,0425058735,No description available,"Space ships, Fiction, Children of the rich, Young men, Space flight, Fiction, fantasy, general, Fiction, science fiction, space opera"
Jack Vance: Critical Appreciations and a Bibliography,A.E. Cunningham/Harlan Ellison/Charles F. Miller/Terry Dowling/Paul Rhoads/Jack Vance/Tom Shippey/Gene Wolfe/David Langford/Dan Simmons/David Mathew,0712311025,No description available,"American Science fiction, Bibliography, Criticism and interpretation, History and criticism, American Fantasy fiction"
Galactic Effectuator,Jack Vance,0441272320,No description available,"American Science fiction, Science fiction, collectibles"
The SFWA Grand Masters 3,Frederik Pohl/Lester del Rey/Damon Knight/A.E. van Vogt/Jack Vance,0312868774,No description available,"Fiction, science fiction, general, Science fiction"
The Languages of Pao,Jack Vance,0743487141,No description available,"American Fantasy fiction, Fiction, general"
The Last Castle,Jack Vance,0425084787,No description available,Unknown
Madouc (Lyonesse  #3),Jack Vance,0441505325,No description available,"Fiction, general, Fantasy, Fiction, Fiction in English, Science Fiction, Science Fiction & Fantasy, Extraterrestrial beings, American Science fiction, Children's fiction, Food, fiction, Siblings, fiction"
Ports of Call,Jack Vance,0312864744,No description available,Unknown
The Demon Princes  Volume Two: The Face  The Book of Dreams,Jack Vance,0312865767,No description available,"Fiction, science fiction, general"
The Green Pearl (Lyonesse  #2),Jack Vance,0441303161,No description available,"Fiction, science fiction, general, Fiction, fantasy, general"
The Last Castle/Nightwings (Tor Double Novel #15),Jack Vance/Robert Silverberg,0812501942,No description available,"Social life and customs, Mental health, Industrial sociology, Social isolation, Employees, Industrial Research, Research teams, Psychological aspects, High technology industries, Research institutes, Raytheon Company, Social conditions, Research, industrial, Antarctica, Vocational guidance"
The Many Worlds of Magnus Ridolph,Jack Vance,0879975318,No description available,Unknown
Big Dead Place: Inside the Strange and Menacing World of Antarctica,Nicholas Johnson/Eirik Sonneland,0922915997,No description available,Unknown
Best Science Fiction Stories of Clifford D. Simak,Clifford D. Simak,0446658081,No description available,"American Science fiction, Science fiction"
Theodore Rex,Edmund Morris,0812966007,No description available,"Roosevelt, theodore, 1858-1919, United states, politics and government, 1901-1913, Presidents, Biography, Politics and government"
Oedipus Tyrannus,Sophocles/Theodore F. Brunner/Luci Berkowitz,0393098745,No description available,Unknown
The Rise of Theodore Roosevelt,Edmund Morris,0375756787,No description available,"Biology, History, Life sciences, Biologie, Geschichte, Histoire, Sciences de la vie, Physiology, SCIENCE, Biowissenschaften"
The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,John Gribbin,0812967887,No description available,"Politics and government, Presidents, Biography, United States, Roosevelt, Theodore, 1858-1919, 1901-1950, Política y gobierno, Politique et gouvernement, Biographies, Présidents, Pressure, Presidents, united states, United states, politics and government, 1901-1913, New york (state), politics and government, Religion and sociology"
A History of the Life Sciences,Lois N. Magner/Magner,0824708245,No description available,"Case studies, Creative ability in business, Technological innovations, Cas, Études de, IDEO, Kreativität, Innovationsmanagement, Motivation, Innovations, Innovation, Unternehmen, Créativité dans les affaires, Commerce, Creativity, IDEO (Firm), Gestion, Attitudes patronales, Organizational Innovation, Technological innovations, united states"
The Art of Innovation: Lessons in Creativity from IDEO  America's Leading Design Firm,Tom Kelley/Jonathan Littman/Tom Peters,0385499841,No description available,"Wetenschapsbeoefenaars, Natuurwetenschappen, Scientists, Science, Biography, History, Biographies, Histoire, Sciences, Scientifiques, Science, history"
Absolute Trust in the Goodness of the Earth: New Poems,Alice Walker,0812971051,No description available,"Fiction, Poetry, Poetry (poetic works by one author), Black authors, Women authors"
I Sold My Soul on Ebay: Viewing Faith Through an Atheist's Eyes,Hemant Mehta/Rob Bell,1400073472,No description available,Unknown
Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,0312890176,No description available,"Atheists, Church, Evangelistic work, Non-church-affiliated people, Religion, Religious life and customs, Atheism, Ebay (firm), Washington (state), biography"
Sword & Citadel (The Book of the New Sun #3-4),Gene Wolfe,0312890184,No description available,"dying sun, guild, medieval, far future, fantasy, science fantasy, science fiction, dying earth, execution, torture, Fiction, science fiction, general, Fiction, fantasy, historical, Severian (Fictitious character), Fiction, Fiction, fantasy, epic, American Fantasy fiction, Fiction, fantasy, general"
The Wizard (The Wizard Knight #2),Gene Wolfe,0765350505,No description available,"Fiction, Latro (Fictitious character), Soldiers, History, Fantasy fiction, Historical fiction, Fiction, fantasy, historical, Egypt, fiction"
Soldier of Sidon (Latro #3),Gene Wolfe,0765316641,No description available,"Teenage boys, Fantasy fiction, Fiction, Knights and knighthood, Wizards, Fiction, fantasy, epic, Fiction, fantasy, general"
The Right Stuff,Tom Wolfe,1579124585,No description available,"Detective and mystery stories, American Short stories, American Detective and mystery stories"
Wild Fire (The Hot Zone  #3),Debra Cowan,0373274742,No description available,Unknown
The Best American Mystery Stories 2004,Nelson DeMille/Otto Penzler,0618329676,No description available,Unknown
Day and Night,Better Homes and Gardens,0696018829,No description available,"Fiction, romance, suspense"
Romanticism,Hugh Honour,0064300897,No description available,"Astronautics, Astronauts, Large type books, HISTORY / United States / 20th Century, TECHNOLOGY & ENGINEERING / Aeronautics & Astronautics, Ruimtevaart"
No Cherubs for Melanie,James  Hawkins,1550023926,No description available,"Fiction, general, David Bliss (Fictitious character), Fiction"
The Fish Kisser,James  Hawkins,0888822405,No description available,"Fiction in English, Science fiction, Hugo Award Winner, award:hugo_award=1969, award:hugo_award=novel, Long Now Manual for Civilization, Fiction, science fiction, general, Fiction, science fiction, hard science fiction, Computers, Fiction"
Street of the Five Moons (Vicky Bliss  #2),Elizabeth Peters,0380731215,No description available,"David Bliss (Fictitious character), Fiction, Police, English fiction, Fiction, mystery & detective, general"
Stand on Zanzibar,John Brunner,1857988361,No description available,Unknown
The Shockwave Rider,John Brunner,0345467175,No description available,"Fiction, Women art historians, Vicky Bliss (Fictitious character), Large type books, Detective and mystery stories, Fiction, mystery & detective, general, Germany, fiction, Bliss, vicky (fictitious character), fiction, Fiction, mystery & detective, women sleuths, Fiction, thrillers, suspense, Mystery, Fiction, suspense"
Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,Suzanne C. O'Connell Smeltzer/Brenda G. Bare/Mary Jo Boyer,0781723051,No description available,"Science fiction, Fiction in English, Nickie Haflinger (Fictitious character), Fiction, Fiction, science fiction, general, Nickie Haflinger (Fictitous character), English Science fiction"
Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Barth,Karl Barth/Emil Brunner/Peter Fraenkel,1592441122,No description available,Science fiction
Children of the Thunder / The Tides of Time / The Crucible of Time,John Brunner,051712310X,No description available,Natural theology
